year,oid,is_buffer,treatment_type,treatment_description,area,mean_esi_pre,mean_esi_post,mean_et_pre,mean_et_post,mean_wue_pre,mean_wue_post,mean_lst_eco_pre,mean_lst_eco_post,mean_lst_modis_pre,mean_lst_modis_post,total_pixels_modis,non-fire_pre,non-fire_post,fire_low_pre,fire_low_post,fire_nominal_pre,fire_nominal_post,fire_high_pre,fire_high_post,total_days_modis_pre,total_days_modis_post,percent_non-fire_pre,percent_non-fire_post,percent_fire_low_pre,percent_fire_low_post,percent_fire_nominal_pre,percent_fire_nominal_post,percent_fire_high_pre,percent_fire_high_post
2022,0113,0,Mechanical,DR311_HL Thinning 22,0.156,0.37652767142857135,0.693,101.93460382142858,183.743,0.5507053857142857,0.42335425000000004,,,1.2350699698113203,1.3263777755555557,3,60,42,0,0,0,0,0,0,20,15,1.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00
2022,0116,0,Other,2_4_Chain of Craters Herbicide,9.799,0.2931339052631579,0.651,114.79670494736841,217.62789152499997,0.4198089631578947,0.5677093999999999,,,1.2872310282051278,1.2322139487804877,32,640,480,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0117,0,Other,DR311_Candy Kitchen Herbicide,6.472,0.3068426833333333,0.6842666857142857,100.53838708333333,203.14775195714284,0.5528389722222223,0.5915849714285714,,,1.2926910408695653,1.2010065191489365,43,860,645,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0118,0,Mechanical,1_Bosquecito Fuels Reduction Phase 2,0.35,0.30257222500000003,0.6141513799999999,106.691,177.14547423999997,0.6586957499999999,0.624,,,1.1928581256198347,1.0689651139534886,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0120,0,Other,"1_4_Chemical Spike, 23",37.854,0.324,0.56,112.67270597916666,133.085,0.44035575833333335,0.48893285000000003,,,1.2024345278195494,1.2445996491228064,174,3461,2503,0,0,0,0,0,0,20,15,0.99,0.96,0.00,0.00,0.00,0.00,0.00,0.00
2022,0122,0,Mechanical,1_East Mountain Thinning,0.108,0.30316118749999993,0.6373890799999999,109.474,182.60685271999998,0.8600242625000001,0.618,,,1.216976890756302,1.107292682926829,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0123,0,Mechanical,1_East Mountain Piling,0.108,0.30316118749999993,0.6373890799999999,109.474,182.60685271999998,0.8600242625000001,0.618,,,1.216976890756302,1.107292682926829,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0124,0,Physical,Range Piling Slash,0.081,0.3108251153846154,0.774,108.18172644999999,233.458,0.7912368000000002,0.5824569800000001,,,1.2418431372549017,1.192609756097561,1,20,15,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0125,0,Physical,Certification-Planted,0.384,0.3459045066666667,0.637,169.19417495333335,161.414,0.41762411333333327,0.593,,,1.2306758241758244,1.2357756410256415,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0126,0,Physical,Thinning for Hazardous Fuels Reduction,0.081,0.3108251153846154,0.774,108.18172644999999,233.458,0.7912368000000002,0.5824569800000001,,,1.2418431372549017,1.192609756097561,1,20,15,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0134,0,Physical,Group Selection Cut (UA/RH/FH),0.049,0.5830638727272727,0.6945701599999999,303.0159693636363,149.70512544000002,0.6689850636363637,1.1287700200000002,,,1.181046768367347,1.212919642857143,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0145,0,Physical,Yarding - Removal of Fuels by Carrying or Dragging,0.052,0.5744023099999999,0.6797448800000001,294.78784942000004,145.042,0.5460425999999999,0.7406385999999999,,,1.1283191489361706,1.2204204545454544,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0154,0,Physical,Precommercial Thin,0.679,0.45119090909090914,0.6130070200000001,281.8909929545455,189.65894930000002,1.1180712454545454,1.328,,,1.1887971698113209,1.4556535105263158,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0159,0,Physical,Range Cover Manipulation,0.034,0.427,0.7511574833333333,306.52963105000003,185.35286968333332,1.0808323400000002,1.1193485666666667,,,1.2549228981308407,1.2261508023809526,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0167,0,Physical,Commercial Thin,0.294,0.4199221071428572,0.674,234.75521428571423,163.587,1.1529506285714286,0.995,,,1.2788089622641512,1.1855238095238096,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0174,0,Physical,Plant Trees,0.811,0.3641375466666667,0.705,126.55570729333333,205.736,0.7213955866666666,0.709,,,1.171079121904762,1.1668187275000004,11,220,165,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0176,0,Other,Insect Prevention,0.034,0.427,0.7511574833333333,306.52963105000003,185.35286968333332,1.0808323400000002,1.1193485666666667,,,1.2549228981308407,1.2261508023809526,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0182,0,Physical,Improvement Cut,0.5,0.3988504857142857,0.6913532200000001,233.0301154142857,168.388,0.9464639214285713,0.796,,,1.2938172788990823,1.1942130681818182,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0188,0,Physical,"Piling of Fuels, Hand or Machine",0.512,0.46338322142857147,0.6613304571428571,208.43185615714287,168.9785047285714,0.8046239785714286,0.7634143285714287,,,1.2167579257142858,1.1859677408163267,9,177,135,0,0,0,0,0,0,20,15,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0195,0,Physical,Rearrangement of Fuels,0.036,0.3236854105263158,0.6084594833333333,107.46258424210524,172.54836273333333,0.9713585421052633,0.9657953666666667,,,1.3032127192982457,1.1384659090909093,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0203,0,Physical,"Fuel Break, Hazardous Fuel Reduction Around Community at Risk, Mastication, Stump and Spray",0.004,0.33349644166666664,0.682,91.60525766666667,220.555,0.4484383333333333,0.54,,,1.2172295918367346,1.0872380952380951,1,20,15,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0219,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk, Maintenance",0.025,0.39197188333333327,0.6413119500000001,240.4104833583333,179.809,0.993,0.636,,,1.2082803738317762,1.228208333333333,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0238,0,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",0.022,0.2641592866666666,0.563,154.769,146.25205103333334,0.6320846933333332,0.47635844999999993,,,1.219831790740741,1.1972276341463417,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0242,0,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Mastication",0.089,0.18452442727272728,0.8199905600000001,109.33290378181819,180.315,0.7953271090909091,0.408,,,1.1785198019801977,1.2380232558139532,2,38,30,0,0,0,0,0,0,20,15,0.95,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0270,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Maintenance",0.075,0.3982529833333333,0.5857996200000001,241.11915000833338,159.44402924000002,1.1258509083333335,0.9702253599999999,,,1.2182023819047623,1.1474695097560976,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0273,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Mastication",0.632,0.3926513538461539,0.586,249.00371273846156,174.239,0.9865560692307691,0.768,,,1.2076469972972974,1.1347138219512196,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0275,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk",0.227,0.4164496538461538,0.688,213.96032305384614,162.718,0.8772143230769232,1.037,,,1.1310841836734695,1.1761081081081082,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0288,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Fuel Break, Hazardous Fuel Reduction Around Community at Risk",0.072,0.4238751571428572,0.6622112499999999,127.7803014857143,167.816,0.9539076857142854,0.867,,,1.1298666666666666,1.080166666666667,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0292,0,Physical,"Forest Health Thinning, Tree Felling and Removal",0.182,0.38879496874999997,0.7034376499999999,154.13999343125002,192.605,1.2150295500000001,1.198,,,1.1968903718446606,1.2129644292682926,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0296,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Tree Felling and Removal",0.132,0.39862776666666655,0.674,170.65521367333335,173.131,1.0784936733333335,1.2736117750000002,,,1.1829891826923074,1.226496951219512,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0298,0,Physical,"Forest Stand Improvement, Tree Felling and Removal",0.329,0.419,0.7315536250000001,178.264,193.36159135000003,1.132,1.0672463500000002,,,1.222442063809524,1.1459488636363637,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0299,0,Physical,"Forest Stand Improvement, Lop and Scatter",0.235,0.38646157333333336,0.6958201749999999,161.29148610666667,188.553,1.0629559066666665,1.178,,,1.1693033990291262,1.2505374950000003,3,60,45,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0305,0,Physical,Hazardous Fuel Reduction Around Community at Risk,0.003,0.422,0.725,177.472,217.39790954000006,0.7348513562500002,0.901,,,1.3034107142857145,1.2396148648648648,2,40,30,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0306,0,Physical,Tree Felling and Removal,0.105,0.44501079374999997,0.6489322666666667,201.354,218.8045260333333,0.8565998999999999,1.0798401999999998,,,1.2704893617021276,1.1975263157894735,2,40,29,0,0,0,0,0,0,20,15,1.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00
2022,0308,0,Physical,"Forest Health Thinning, Hazardous Fuel Reduction Around Community at Risk, Tree Felling and Removal",0.003,0.38517877142857143,0.5781062749999999,158.74530763571425,182.965,1.0911197357142859,0.949,,,1.2504029126213594,1.2556805555555555,1,20,15,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0309,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",0.897,0.4412919500000001,0.587,131.927,139.964,0.918,1.176,,,1.1024284568627447,1.1899895348837206,7,137,105,0,0,0,0,0,0,20,15,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0311,0,Physical,"Hand Thinning, Stump and Spray, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",0.536,0.6570026666666667,0.6570026666666667,190.81750616666667,190.81750616666667,1.184669966666667,1.184669966666667,,,1.1063096590909094,1.1063096590909094,4,60,60,0,0,0,0,0,0,15,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0001,1,Physical,Mastication,2.764,0.3225452937500001,0.549,124.50570805999999,129.89392707500002,0.632,1.062,,,1.185521416037736,1.1776530782608696,8,160,120,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0002,1,Physical,"Forest Health Thinning, Mastication, Tree Felling and Removal",1.747,0.43,0.6934519666666666,190.112,232.22856903333334,0.8583625625000002,1.0251322333333335,,,1.2854920151515157,1.2170517552631572,7,140,101,0,0,0,0,0,0,20,15,1.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00
2022,0006,1,Physical,"Forest Health Thinning, Forest Stand Improvement, Mastication, Tree Felling and Removal",0.985,0.42664730588235295,0.7440601333333333,194.19055039999995,246.5415191666667,0.8068710176470588,0.715,,,1.307816584158416,1.2965783783783782,5,100,73,0,0,0,0,0,0,20,15,1.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00
2022,0008,1,Physical,"Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Mastication, Tree Felling and Removal",1.294,0.3819913437500001,0.7569421249999999,158.555,197.268,1.022,0.834,,,1.255425569230769,1.2502426743589743,7,140,103,0,0,0,0,0,0,20,15,1.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00
2022,0024,1,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Maintenance, Mastication",1.448,0.3930609153846154,0.6379916750000001,232.9664814230769,169.882,1.0305495769230768,0.751,,,1.1501567280701765,1.2122513511627908,6,120,90,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0038,1,Physical,Lop and Scatter,1.649,0.4021584642857143,0.5980576428571428,184.00349161538463,153.43832015714287,0.9912402642857144,1.4061826857142858,,,1.2144043415094343,1.2321022521739133,8,160,120,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0040,1,Fire,Joplin Ridge ROW,2.442,0.3850445933333333,0.734,145.761,253.139,0.9808751600000001,0.881,,,1.1948472691588785,1.200080723076923,8,160,113,0,0,0,0,0,0,20,15,1.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00
2022,0041,1,Physical,"cut, pile and decking",8.556,0.41012337500000007,0.694,171.482,184.79140089999999,1.1356437937500001,1.317,,,1.2012418774774778,1.1619146533333335,23,460,345,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0042,1,Physical,"Forest Stand Improvement, Mastication, Tree Felling and Removal",1.442,0.391,0.754,164.02731275624998,197.303,1.017,0.839,,,1.260727429126214,1.243896587179487,6,120,88,0,0,0,0,0,0,20,15,1.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00
2022,0049,1,Physical,"Chipping, Forest Health Thinning, Hazardous Fuel Reduction Around Community at Risk",1.343,0.29489557857142856,0.6960060400000001,142.02893339285714,185.08001861999998,0.6929103857142858,0.474,,,1.316800556190476,1.2585308704545455,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0055,1,Physical,"Tree Felling and Removal, pile burns",0.932,0.2792474142857143,0.6557071285714285,100.66655478095238,182.56196157142858,0.6726977571428572,0.6420762428571428,,,1.2900521747747753,1.1584569073170736,6,120,90,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0058,1,Physical,"Mastication, Tree Felling and Removal",1.005,0.34693221818181824,0.6683299857142858,130.94719210000002,210.5584095571428,0.926,0.8576666000000001,,,1.2404938939655168,1.1534274390243904,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0059,1,Physical,"Chipping, Tree Felling and Removal",0.931,0.2506222421052632,0.6287154285714286,91.27074975263159,179.83679525714282,0.6607748842105263,0.629,,,1.181478794642857,1.0751583333333334,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0060,1,Physical,"Lop and Scatter, Tree Felling",1.166,0.4186662428571429,0.7025037833333334,154.48978496190477,198.46646753333334,1.251038257142857,1.16,,,1.2915899572649565,1.1909431615384618,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0062,1,Physical,"Lop and Scatter, Mastication, Tree Felling and Removal",1.156,0.28733197499999996,0.6815652333333332,100.13247528500001,201.29244488333333,0.7538714850000001,0.65,,,1.1949843134453784,1.1750030487804877,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0063,1,Physical,"Tree Felling and Removal, Lop and Scatter, Mastication",0.944,0.292,0.6842413333333334,102.171,202.3052469666667,0.7492251299999999,0.6483746666666667,,,1.2148525641025645,1.173268292682927,4,80,60,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0074,1,Fire,Broadcast Burning - Covers a majority of the unit,4.187,0.3721147350000001,0.6932491666666666,135.57564659500002,199.4853159666667,0.9154289299999998,0.8413393333333334,,,1.336130542148759,1.1923255142857148,11,218,165,0,0,0,0,2,0,20,15,0.99,1.00,0.00,0.00,0.00,0.00,0.01,0.00
2022,0085,1,Physical,Chipping,1.155,0.3715446941176471,0.7883891833333333,129.356,239.12230556666668,0.8230384294117647,0.687,,,1.3113858855855853,1.1366015624999999,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0091,1,Physical,Thinning/Fuelwood,0.872,0.2744926529411765,0.6938161399999999,88.70959448235294,230.46315153999998,0.604,0.582,,,1.2769225972972973,1.1841255102040813,5,100,75,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,0092,1,Physical,"Cut, Skid and Deck",4.503,0.3761304095238095,0.5909958399999999,133.5538568095238,165.41247861999997,1.076894785714286,1.029,,,1.3152897442477873,1.1498961282608693,15,296,225,0,0,0,0,4,0,20,15,0.99,1.00,0.00,0.00,0.00,0.00,0.01,0.00
2022,0101,1,Physical,Cover brush pile for burning,2.267,0.403,0.6099732999999999,143.076,174.8835716333333,1.02,1.0535309333333334,,,1.3117986471074388,1.1303665272727275,10,200,150,0,0,0,0,0,0,20,15,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
